open,high,low,close,volume
96.0835,97.7246,94.3409,95.5293,87511
94.9156,95.5721,93.1869,95.8494,37585
95.5517,96.5705,94.1927,96.239,44404
97.1175,97.3482,95.1767,96.4746,35795
95.5511,96.7442,94.8597,96.124,58199
96.3364,97.3592,95.566,96.4896,34386
95.5784,96.4505,94.5386,96.1914,91027
96.6303,98.1142,95.289,96.3587,10171
97.2564,99.0979,96.0101,97.5832,17334
98.0227,98.6233,97.4041,97.8395,53743
98.2339,99.3427,97.8502,98.5638,50695
98.9184,100.724,97.6874,98.5203,72819
99.1878,99.7955,98.7674,99.7593,80516
100.0687,100.9987,99.1844,99.4961,63021
100.0836,102.0033,98.6117,100.4013,38196
100.4322,101.6981,99.7618,101.069,99453
100.5387,101.1595,98.9256,99.8334,7057
99.3231,100.2734,97.6236,98.4688,55321
99.2411,100.3924,97.8044,99.0091,53383
98.4971,99.8092,98.486,98.999,14970
99.5558,99.9935,97.9476,99.9476,61889
99.048,99.5464,97.3513,98.9609,61901
99.2961,101.2719,98.1052,100.1962,59008
100.4215,101.86,99.4119,101.0826,72810
100.9744,101.2927,99.2514,100.8745,99536
100.369,101.6443,98.8374,100.4116,83149
99.8901,100.7698,98.463,99.3591,45020
98.9985,100.0788,98.7218,98.461,91957
97.7666,98.1945,96.9369,97.4284,62069
97.2599,97.6736,96.4196,98.0696,77556
98.9617,99.0008,97.2004,99.1131,63518
98.1249,98.8284,96.6179,98.8318,55921
98.9082,100.3775,97.3085,99.7038,64993
99.1426,100.0143,99.0846,98.8149,90016
99.4112,100.8596,97.7302,100.2503,82560
100.3185,102.1324,99.1347,100.6445,12003
100.93,101.2014,100.0066,100.0306,50689
99.6853,100.5947,99.0103,100.4446,37471
100.9486,102.6124,100.4441,100.1124,3540
100.6104,100.7146,98.7066,100.0588,9993
100.6213,101.9248,99.1128,101.5205,27130
102.199,103.4417,101.7219,102.1461,15993
102.274,102.7099,100.8751,102.8078,22992
103.0196,104.9471,101.5829,103.5752,22465
104.5046,104.7208,104.4532,104.1285,89781
104.9446,105.6952,103.0617,104.3413,78607
104.7225,105.977,104.5187,105.2675,90687
105.4683,105.7104,103.5006,106.0336,46508
106.0991,107.4221,105.9612,106.3942,2658
107.0934,108.7381,106.8823,108.015,84307
108.7982,109.7177,108.4922,108.1505,69386
109.0814,109.6216,107.465,109.1577,64372
109.0874,110.7389,107.9025,108.732,33177
109.3935,109.5668,107.6302,108.8812,61910
109.0209,110.3573,108.3481,109.0095,43600
108.3732,108.7974,106.7775,108.0539,79139
108.4563,109.0088,108.436,109.3524,12221
108.8351,109.648,107.7247,108.3157,63402
108.6075,109.5891,107.0216,107.7936,30045
107.6024,108.089,106.2745,107.3404,73544
107.4022,108.2532,105.9103,107.0638,93124
106.9713,107.5845,106.5102,107.4139,42359
106.653,107.7247,105.1286,106.0233,29361
106.5005,107.0535,105.3213,107.0209,79222
106.5869,106.788,106.1987,106.0419,24519
105.6464,107.0624,105.3932,104.7374,8146
104.8441,106.2389,104.5915,105.581,65340
104.7862,104.8107,104.2175,104.7436,45657
104.1123,104.2151,102.2302,104.0678,9564
103.8692,104.0174,102.6103,102.9764,20555
103.5987,105.497,103.4283,103.0951,74147
103.624,104.8366,102.0425,103.0754,69494
102.8362,104.6532,102.2415,103.0133,57207
102.6241,103.8662,101.4048,103.1043,28235
103.3553,103.8846,103.1929,102.835,73350
101.9851,101.9905,101.0841,102.1727,39175
101.238,101.8142,100.6726,101.9572,10329
102.332,104.1798,100.7563,102.5821,87662
103.1899,103.5855,102.9603,102.6395,20528
103.4563,105.1096,103.3135,102.7881,41319
102.9782,104.6267,101.1358,102.8565,62433
103.2339,104.6334,101.3485,103.2348,65722
103.1103,104.3064,101.3315,103.5794,80129
103.0801,103.2628,101.1563,103.752,76392
103.9262,103.9677,102.3967,104.569,76529
103.6495,105.162,102.7085,103.9525,37458
103.3155,104.4862,102.0459,103.299,12959
103.239,104.0557,102.5969,102.4482,22079
102.1078,103.4951,101.5314,102.9982,73102
102.0716,102.2477,101.5668,101.3034,53976
102.0332,103.6831,102.0309,102.7719,61552
102.5984,102.9736,101.8748,103.1113,82973
102.9954,103.0986,102.4613,102.2574,38752
102.1336,103.5301,101.8907,103.0799,80806
103.6785,105.0981,103.057,102.7058,54476
101.8922,103.8767,100.0663,101.8151,16396
102.1105,102.4184,100.2452,101.6942,93459
101.241,102.9104,99.2805,100.7285,73255
100.0178,100.399,98.819,100.5104,18892
101.2385,101.791,99.6585,101.0684,67550
100.6027,100.6078,99.1506,101.2777,77011
102.2755,103.2548,101.9783,102.3527,46236
102.0176,103.5433,101.2632,102.8833,25727
103.8448,104.3224,103.0789,104.5568,54841
103.6441,105.1335,102.2336,104.2669,51604
105.2437,106.8285,103.9397,104.5479,5852
103.8004,105.7311,103.1364,103.0011,58711
102.2005,104.0214,102.1698,101.4888,86823
102.4287,102.5784,100.8656,101.9587,82691
102.3441,103.6438,100.6406,103.0488,70942
102.8088,103.4421,101.3714,103.3276,71912
102.3994,102.5362,101.1371,103.2413,30817
103.7348,104.6027,103.5379,104.0023,14173
103.8897,105.2777,102.0829,102.9817,8355
102.5684,103.3181,102.2773,102.6307,75177
102.9943,103.3544,102.6442,103.2133,51140
103.4527,103.9344,101.627,102.7389,61443
103.0147,103.9338,101.681,103.8125,61981
104.6149,105.9701,104.2989,104.4984,46293
105.4737,106.072,103.5496,105.8543,60878
106.5449,106.9433,105.7755,106.5113,32091
106.274,106.9919,105.6823,106.6726,3875
107.6285,108.945,107.0795,107.7604,90889
108.317,110.2642,106.4958,108.8073,38512
109.3588,109.819,107.7549,108.7968,25920
109.0386,110.3941,107.5967,109.357,18927
109.6135,111.4203,108.3208,109.2314,58779
108.2981,109.0278,108.0353,109.1174,43823
109.6124,109.9637,109.3481,109.6912,48953
109.7529,111.5799,108.092,109.2668,64156
110.2016,110.7919,108.4608,110.8101,62385
111.7359,112.0174,109.8029,112.4562,95924
112.805,113.5998,111.1135,112.9196,12836
113.501,113.5288,112.4279,113.4106,89188
113.9086,114.4329,113.1465,114.1857,49689
113.4024,113.87,113.3524,114.1709,74584
113.8269,115.0471,112.5316,114.0977,61852
114.9165,115.5209,114.0999,114.1961,5877
113.8048,114.79,113.6104,114.5793,18781
114.3566,115.0986,112.4578,114.7496,71804
114.5879,116.0724,114.2789,114.4177,13978
115.0851,116.3164,113.207,114.6446,91476
114.3857,115.2725,112.4846,115.0966,14022
116.0585,116.7932,114.2551,116.3482,8936
116.1445,116.5241,115.9002,116.8406,60600
116.0239,116.4481,114.7449,116.9661,7629
117.5397,118.0268,117.2879,117.6689,9992
118.3285,119.4369,117.1557,118.9546,31539
118.6117,118.9068,116.8106,117.6174,19964
118.5925,119.6729,116.9955,117.8124,4379
117.076,117.7925,115.4991,117.2537,3068
116.6022,116.707,115.1188,116.6544,98735
115.7815,116.6781,115.0574,115.9688,60245
115.9765,117.8673,115.8898,116.543,87363
116.5859,117.502,114.6578,115.7076,63781
116.4022,117.2547,116.1863,116.827,59138
115.974,116.1356,114.7574,115.1054,37046
115.354,116.5247,113.9297,115.1158,79301
115.1769,116.0843,113.966,114.3753,92983
113.6041,114.9135,111.8487,113.7068,29183
113.5669,115.3431,112.7393,114.2217,53262
114.0537,114.2439,113.2002,114.3839,50060
115.2911,116.6647,114.3426,114.4735,12188
113.66,113.8531,112.1824,114.2835,73924
113.4035,115.3167,112.2801,113.7435,54845
113.4507,114.7814,111.9501,114.1869,95510
113.2898,113.8651,112.6649,112.497,67507
111.9225,113.236,111.474,111.1389,73910
110.874,112.3992,109.7258,111.4884,74526
112.4375,114.0744,111.2104,112.7229,4441
112.9409,114.2566,111.554,111.9988,36818
112.4042,113.0222,111.7246,111.4164,19776
111.549,112.3506,111.2653,111.8153,5018
110.9988,112.0598,110.2464,110.9061,21631
110.6462,112.0894,109.0925,110.7814,12135
111.5481,111.8593,110.0392,110.6476,11693
110.1918,111.5157,109.2205,110.0759,36804
109.507,110.5317,108.8167,108.7288,89895
109.0858,110.0591,107.7515,108.1766,52807
109.1455,109.2551,108.7367,110.0361,18987
110.5644,111.1433,110.3244,110.5592,57446
109.9106,110.671,108.5033,109.9111,88562
110.5235,110.6677,108.8,109.6081,3456
109.5276,109.6833,108.9015,109.3862,54008
109.8052,110.6406,109.5749,108.8469,43568
108.1906,110.0858,107.2704,108.5698,48428
107.7461,109.4351,107.2595,107.9238,69676
107.0811,108.8221,105.5895,106.5242,23037
105.677,106.9434,104.6158,105.0648,46793
104.767,106.6834,103.4761,104.0624,14474
103.3553,103.7498,102.1505,103.8757,86918
103.0264,104.929,101.7705,102.9543,74889
103.4741,104.3719,101.6258,103.6031,84269
104.5762,105.2226,102.6343,104.2085,58640
103.3451,104.2295,102.7395,102.8944,8362
102.5983,102.7467,101.6748,101.6735,49331
102.3369,102.4904,100.6084,103.0475,81610
103.2357,104.0047,102.075,104.1442,97851
104.936,105.8355,103.3164,105.2397,43143
105.4497,106.4524,103.5343,105.3507,46015
106.3155,106.4842,105.0232,105.3938,93749
105.2693,106.1481,104.2238,104.5868,49870
105.4227,106.1975,103.8738,105.7805,7863
106.359,107.6536,106.2272,105.548,89916
105.3211,105.8251,103.618,106.2499,79997
106.9965,107.6632,105.831,106.2794,46851
105.8999,107.212,104.5756,105.1578,93908
106.0338,106.653,105.2804,106.6171,17750
106.9573,108.6152,105.4798,107.3281,69995
106.515,107.8559,105.498,105.5515,41483
104.912,105.3404,103.0167,104.8845,30693
105.8845,106.1944,105.2929,106.4607,67543
107.0024,108.6726,105.235,106.0779,45140
106.8307,108.0668,105.6362,106.1392,24703
106.8019,108.3441,105.1838,106.133,58366
105.2204,105.949,103.7812,106.1596,81031
105.7295,107.2266,104.8316,105.7975,41562
106.7287,108.2974,104.9208,106.1167,89907
107.011,108.9799,106.0876,106.5745,51052
106.5803,107.4176,106.2562,105.9797,80254
105.2565,105.7565,103.9741,106.0047,73684
106.8733,108.2961,105.8415,106.1227,11993
106.6489,107.1945,104.8383,105.9436,58340
105.127,106.948,103.4936,105.8963,4495
105.7261,106.519,104.9782,105.4984,11696
105.2482,105.3046,103.3865,105.9266,86191
105.5972,105.8893,105.5206,106.432,62925
106.8241,107.1017,105.413,106.7213,1688
107.533,107.571,107.1017,106.832,96320
107.0498,107.8963,105.4975,106.5251,16970
105.6206,106.4603,104.0328,105.5348,15530
106.2082,107.2079,105.1361,106.4721,76372
105.956,106.2432,105.0975,106.1856,32531
106.3269,106.7015,104.9905,106.3739,48265
105.5093,106.5614,104.4946,106.486,73633
105.5267,107.2734,105.4396,105.3005,49929
104.8078,104.8403,103.2308,104.4974,97068
104.8116,105.0189,103.6478,105.325,18486
104.4137,105.5057,102.7867,103.7639,90742
103.6931,105.0839,102.4296,104.3161,9270
104.7482,106.6354,104.6742,104.1514,27144
104.923,105.5542,104.3028,104.7194,72176
104.6662,104.7394,103.3724,104.2384,7265
104.97,105.6338,104.721,104.706,53431
105.1926,106.9819,104.4193,106.14,66038
106.5241,107.2588,104.9295,106.0575,11828
106.5117,106.6696,105.3068,107.1564,72496
106.7439,106.9491,106.0881,106.3352,59447
106.5404,107.3926,105.1609,106.2435,6551
106.6971,108.5203,105.4674,106.567,84816
107.5271,109.4229,107.377,107.8021,48619
107.8283,109.3281,107.5083,106.8906,80635
107.2468,108.1231,106.9943,106.7188,85562
106.4515,107.2172,105.317,106.6617,90006
106.5615,107.3034,105.6736,105.7153,19047
105.7742,106.5703,104.4751,105.2734,15869
104.3252,104.6973,103.2897,105.1523,16435
104.6759,105.1965,103.7834,105.6686,38431
106.0566,108.0539,105.6562,105.3281,10706
105.2322,107.0296,104.342,104.4078,90381
105.3429,107.316,104.0072,105.762,73089
105.8463,107.629,104.1436,106.2699,92779
106.5453,108.1327,105.5278,105.788,27342
106.3721,106.8456,105.3841,106.0939,76009
105.8317,107.439,104.7284,106.0556,12300
105.1871,105.9834,103.7532,105.1444,54843
105.6827,107.3294,105.5352,106.6275,85192
105.7758,106.7075,104.7411,105.0325,73260
105.3121,105.676,103.3796,105.1773,8263
105.8401,106.8763,105.2319,105.164,93973
104.6149,106.5099,103.5771,104.183,11336
103.6842,104.9543,102.5825,102.9345,40691
103.1634,103.3503,101.8814,103.347,77106
102.6554,103.9729,101.2141,102.8657,74874
101.9481,103.6757,101.7857,102.8452,76598
102.3745,102.7961,101.2302,102.6107,4969
102.6068,103.8611,102.0275,103.5201,64300
103.0099,104.6246,102.1977,102.917,91257
102.0368,102.916,101.0683,101.4448,80516
100.7321,102.4551,100.0935,101.7081,46268
102.6588,102.9203,101.9177,102.7821,42827
102.2656,102.5106,101.3664,101.5474,7632
101.1278,101.8961,99.897,100.6243,21932
101.2513,103.1188,99.809,100.631,21885
100.6275,101.6569,99.63,100.2446,4037
99.4247,100.2112,98.5102,98.9062,77460
98.612,98.7131,97.6222,99.3767,86755
99.7217,100.2932,99.7053,98.9367,18555
99.7016,101.1566,98.1739,99.4335,53505
98.5358,99.6594,97.8108,98.113,51639
98.1215,99.6503,97.5621,99.0997,90181
99.3218,99.5791,99.1284,99.0682,45444
99.1839,99.9151,98.8954,99.3888,53610
99.389,99.4796,99.1149,99.0551,63094
99.0938,99.3917,97.3075,98.3734,81356
98.0105,98.7964,96.7775,98.6957,78820
98.3684,100.025,97.3037,98.7859,40294
98.7357,98.769,98.0732,97.9549,55596
98.1223,99.7158,96.6717,98.4984,4492
98.6922,99.2233,97.381,99.6363,76821
99.7916,101.2344,98.6246,99.1326,83447
99.575,101.1242,98.8146,100.2183,32745
99.2814,101.1778,99.0616,98.3193,42116
98.1569,98.9828,97.7491,98.1605,81147
99.0015,100.7471,97.5298,98.1261,19098
98.1635,99.2853,96.1673,98.1202,50391
97.7477,98.0941,95.9235,97.4324,47437
97.7841,99.5194,96.4226,98.3914,35650
98.6116,98.9961,98.1186,98.7278,30473
99.6108,101.5753,98.0685,100.0206,91471
100.4306,101.0647,99.733,101.298,95589
100.8449,101.0886,99.4917,100.6043,52712
101.2411,103.1503,99.6319,100.822,38700
101.7326,101.8907,99.8846,102.0445,98955
102.0027,102.4068,100.9255,102.8687,92248
102.4119,102.6304,100.9301,101.8905,7653
102.2302,103.2923,100.9543,101.3352,55172
100.9958,101.9406,99.6334,100.2707,73135
101.2265,101.5424,99.9207,101.9878,63350
101.9427,102.3416,100.0149,101.585,85659
100.7033,102.2407,99.3987,100.1677,97821
100.6139,102.4872,98.7874,99.964,24040
100.8318,100.9045,99.1594,101.4077,25420
102.2809,104.2052,100.4288,103.0344,2214
102.6312,103.8368,100.7743,102.3013,60552
103.2795,104.3661,102.2917,104.1566,67088
104.0926,104.4782,103.8673,103.4176,61150
103.7142,105.1514,103.686,103.3884,39669
103.524,105.0386,103.173,104.2363,54148
104.8903,105.9209,104.7168,105.2288,25219
106.1922,107.1471,104.3205,105.2059,51275
104.6769,106.1844,102.7688,104.2808,95749
104.4266,104.9497,103.7075,103.8992,88528
103.1356,103.7492,102.3248,103.1406,93216
103.6803,105.0609,102.4029,104.5616,49174
104.7909,105.2292,104.5238,104.0973,99007
105.075,105.8222,103.6711,105.9006,71453
106.5046,108.1558,104.9809,106.8653,79094
107.6116,107.7753,106.7181,108.0191,11237
108.8536,109.078,107.1961,109.6594,27497
109.8048,110.1045,109.1486,109.8455,16235
110.2061,111.6399,109.2284,111.0039,59390
111.6213,112.5282,110.5948,111.5349,8567
111.6525,112.998,111.0362,110.696,34352
111.3289,112.8205,110.1723,110.4195,46158
110.8203,111.9026,110.6998,111.6087,62875
110.6722,111.4899,109.1343,111.2039,96589
111.4957,112.3364,109.51,111.2607,50479
111.012,112.3775,109.6884,111.0906,86660
111.8112,112.0485,109.8255,111.5973,17691
112.053,112.4984,112.0461,111.0985,40107
111.0245,112.4627,110.1762,110.7831,31102
110.2781,110.9704,109.7268,111.1529,96030
111.6839,111.7483,110.3635,111.9137,3050
111.395,111.5296,110.2071,111.2879,89083
111.6945,111.7919,110.2134,111.499,31715
111.5785,113.0873,110.0264,110.8588,38914
110.3271,112.1599,109.1749,110.482,89150
111.1188,111.5926,109.3663,112.0902,69321
111.5323,112.1333,111.4104,112.4293,97365
113.2525,114.5045,112.3981,113.2437,46143
114.1269,115.4696,112.5553,113.7644,55568
113.5809,114.1807,113.2131,113.6568,32584
114.3555,114.957,112.9403,114.9671,8552
115.0919,117.0275,113.9773,114.3601,32831
113.8701,114.5306,113.712,113.7697,49637
112.9546,114.4038,112.5736,112.4915,89299
112.7014,112.7805,112.5558,113.3107,78015
113.7593,114.877,112.8005,114.4982,44642
114.1046,115.9226,113.681,113.4846,98186
112.7192,114.7183,111.7614,112.2044,80220
112.6119,113.4052,112.1332,112.2551,38101
112.0164,113.0837,111.2979,111.5395,68215
112.3051,113.2371,110.6995,112.7499,42973
113.5786,114.32,112.7507,113.7036,30002
114.1861,114.2185,113.0795,114.3542,95373
114.1894,114.4942,113.5297,113.9491,33208
113.9477,115.2569,112.578,113.4624,65044
114.3954,115.6788,113.4142,113.7319,47160
113.0704,114.511,112.0938,113.9042,72058
114.8848,116.7993,113.8369,115.5629,10742
116.4533,117.7897,114.9246,116.2781,83667
115.741,117.1553,115.7227,115.7525,49916
114.8734,116.1489,113.0056,115.6989,87413
115.6746,115.6878,114.5713,114.6983,70391
115.1427,116.2142,114.5693,115.1471,92469
115.4952,117.1075,113.6757,114.7092,13624
114.758,115.2399,113.5184,114.2628,47457
113.7974,114.5912,113.0513,113.6095,75055
113.0959,114.4904,112.496,113.752,11566
114.0595,115.7759,112.5403,113.2465,50710
113.0008,113.9528,111.7273,113.4065,11837
113.4062,114.274,111.8374,113.5379,13499
114.3275,116.1658,113.868,115.13,91739
115.9051,116.8561,115.812,115.0538,37749
115.8524,116.9794,115.7866,116.7099,42220
115.7412,116.1555,115.4528,116.3826,53205
117.2403,117.8389,116.1124,117.3737,52007
117.7278,118.8089,116.9601,118.2073,91349
118.6556,119.6572,116.707,117.763,58290
117.2273,117.3793,116.017,117.455,79067
117.2484,118.7955,117.1891,116.7951,60054
116.7763,117.4879,114.894,116.64,90088
116.8118,117.5719,115.2675,116.4026,33302
116.8288,116.9929,116.5204,117.2522,84086
116.5608,117.34,115.8394,115.7438,41405
115.6333,117.156,115.4288,114.8079,57489
114.7056,115.8151,113.8895,113.7581,47388
113.8665,115.0603,112.2976,114.5939,2617
114.1776,114.9532,114.0082,114.9799,32816
115.1238,115.463,114.3623,114.4015,40469
113.9383,114.2302,113.6039,113.4902,40289
113.4587,113.6125,112.9553,112.9519,82924
112.9435,114.1768,112.0278,112.2145,1887
113.1121,113.7765,111.8717,113.7203,44193
113.6007,114.4619,111.9536,113.9028,78908
113.175,113.8163,111.2804,112.5767,42180
111.932,112.7285,111.2937,112.4017,83955
112.3837,113.5355,111.8989,112.1358,52502
111.8658,113.7299,111.4662,112.8603,24583
113.2237,114.3239,111.3177,113.1469,93847
112.5662,114.1616,110.9036,111.7045,54627
112.0505,112.3289,111.4448,111.5559,21203
111.9864,113.5646,111.8385,112.9678,63814
113.1323,114.201,111.2853,113.8716,55827
113.9589,115.5403,113.2398,114.7499,71373
114.9375,116.7663,114.7188,114.434,88122
114.144,115.438,114.0554,115.1112,89797
115.4047,117.3383,114.7415,115.9972,14886
115.0183,115.5358,113.9969,115.0559,77089
115.4312,115.8733,114.683,115.3573,90070
115.5345,116.5354,114.8446,114.5836,14703
114.1745,116.0156,114.0028,114.8371,96702
114.1205,114.7443,113.2098,113.5342,64298
113.2308,113.426,111.7868,113.1357,9804
112.7362,114.3566,112.506,113.4346,85930
112.6533,114.2534,110.7935,113.1343,68632
112.4832,112.8035,111.3635,113.4001,31389
113.9956,115.2551,113.6228,114.3102,52849
113.3686,114.5968,112.974,113.553,51965
112.5619,112.9915,112.0052,112.9694,9200
113.1241,114.7231,112.0503,112.8557,26830
112.7708,113.2955,111.0455,112.8262,84769
112.453,113.2303,111.6679,111.6815,47135
112.3725,113.6072,110.745,112.7845,39986
113.6219,114.8022,112.2777,113.2483,32270
112.8591,113.2252,111.4722,112.8807,55819
113.0736,114.2232,112.2275,113.0469,71435
113.4338,114.7243,111.434,113.5436,65178
113.1213,113.4955,111.4373,113.3601,48059
114.2638,115.233,113.8735,114.0317,74607
114.0426,115.0325,112.6732,113.8739,59176
113.8513,114.0166,113.7896,114.3734,39284
113.4388,113.8885,112.8615,114.0003,75140
114.4853,116.0171,113.3858,113.7117,15969
113.2475,114.3337,111.2657,113.3316,6453
113.8516,114.7343,113.4145,113.7019,97467
114.362,115.8647,113.7666,115.3606,59947
114.8862,116.6106,114.7122,115.6168,16386
116.1681,116.642,114.5467,116.3439,46957
117.066,118.2865,116.2097,117.2983,28082
117.9254,119.5363,116.7853,117.99,79231
118.0675,118.7148,116.6594,117.6462,36041
118.551,119.5798,116.7507,119.1814,18771
120.1069,121.6783,118.2694,121.0919,86969
120.3457,122.0779,119.8463,120.7685,33447
121.2914,122.6439,120.3125,121.4463,36221
121.7019,122.4522,121.5509,122.2911,13202
122.0968,123.5964,120.7074,122.8514,60597
123.7519,124.4065,123.747,124.3002,97039
123.4865,125.4308,122.2168,123.8811,9300
124.4725,125.2679,122.5362,125.1222,65843
124.6593,126.316,123.9838,124.8152,75205
125.52,127.0966,123.7317,126.0445,7021
125.2436,126.8114,124.3244,124.4921,21707
124.3747,124.3761,122.4586,123.7793,91255
124.5981,126.3624,123.9944,125.3469,36916
124.5336,125.2545,124.3688,124.8626,86054
124.1937,124.9864,123.5827,124.5926,31689
124.4511,124.6335,124.2607,123.8779,11215
123.1433,123.5957,121.7833,122.1619,92173
121.849,122.0902,120.1283,122.2371,63613
121.3788,122.1449,119.9173,120.5837,42071
120.3188,120.9173,119.5534,120.9455,18451
121.2287,122.583,121.0919,121.3553,80995
121.6553,122.5355,120.2104,121.9115,20840
122.7513,123.9835,121.8665,122.1858,14168
121.4658,121.7121,120.0058,121.1689,57280
120.7979,121.0776,120.244,119.9664,73534
120.1684,121.6108,119.5986,121.051,4515
121.7468,123.0636,121.1435,121.7823,67784
121.1596,121.9431,119.8673,121.7272,32370
121.717,121.9425,120.7178,121.9049,70243
122.6823,122.7064,121.9601,122.3152,51703
123.0368,124.1736,122.306,123.4027,62736
124.3116,125.8523,124.2782,123.4467,35365
122.8782,124.7234,120.9808,122.6742,38550
122.9313,123.9334,122.1004,123.3349,11803
123.616,124.6913,123.3106,122.7832,11357
122.8058,123.2122,121.1897,122.8786,52213
123.0515,124.5779,121.7518,123.3378,41654
123.7352,125.1951,122.0423,122.851,12300
123.7003,123.9323,122.4757,122.8104,88304
123.2938,124.7751,123.0549,123.7096,92946
122.7323,123.7251,122.0389,122.7667,95472
122.2852,123.0289,120.7856,123.0321,97067
123.8049,125.3478,123.7462,124.4191,36649
124.4668,124.9927,122.5167,124.7219,66031
124.6323,125.3525,123.6331,124.7661,49193
124.0807,125.6274,122.2922,124.4289,16117
123.8857,124.9033,123.7976,124.6116,33053
123.7036,124.4316,121.8631,123.0615,5635
123.1672,124.9951,121.6859,123.0059,43179
122.5024,124.3341,121.8625,123.1544,75912
122.9,123.9041,121.0961,122.2587,68603
123.2215,125.1297,123.0836,123.1517,38002
123.6988,124.3202,123.526,123.6123,49354
123.0136,124.1412,122.4058,123.259,61807
122.9955,124.9392,120.9999,123.5473,97005
124.3482,125.8692,123.8579,123.361,54744
122.4088,123.4919,121.1369,122.7957,2257
123.6977,123.7006,122.3831,124.3957,96317
124.0107,124.4211,122.0445,123.8503,8850
124.7954,125.0801,124.2357,123.8832,31339
124.6778,125.7173,123.2761,124.4228,99028
123.5926,123.7838,123.3256,124.2325,10808
124.4163,124.5409,123.0914,123.6777,39230
123.1997,123.8297,121.5981,123.6012,97384
123.2537,124.1592,122.7865,124.1408,18840
124.7007,125.8701,124.3899,124.0294,62086
123.6575,123.899,122.9409,124.1982,60233
123.8148,124.3448,123.575,123.13,90922
122.7384,124.1478,121.5318,122.1684,43964
121.465,122.8873,119.5282,121.2575,7416
121.6119,122.1322,119.6305,120.6741,54004
121.3833,122.4952,120.2831,120.5728,14357
121.1806,121.4602,121.1567,121.8413,30135
121.1027,122.75,120.3582,121.3633,85500
120.5314,121.7036,118.6965,119.6814,9450
119.0769,120.3689,117.4583,118.2609,44456
117.506,119.3906,117.4047,118.3543,57774
118.9977,119.7877,118.9387,119.3641,23650
119.072,120.8886,118.522,118.964,20481
118.0333,119.2717,117.5417,117.6235,55000
118.3891,119.3472,118.2137,118.1551,55949
